[6 11 77], 29830, 0.030131, 16
[3 55], 29663, 0.029963, 16
[2 6], 29619, 0.029918, 16
[6 138], 28750, 0.029040, 16
[3 6 148], 28097, 0.028381, 16
[1 148], 28049, 0.028332, 16
[316], 27852, 0.028133, 17
[4 11], 27433, 0.027710, 17
[1 6 148], 27020, 0.027293, 17
[3 11 218], 26973, 0.027245, 17
[3 6 27], 26522, 0.026790, 17
[3 6 11 218], 26501, 0.026769, 17
[1 11 218], 25790, 0.026050, 17
[1 6 11 218], 25608, 0.025867, 17
[3 7 11], 25533, 0.025791, 17
[3 148 218], 25363, 0.025619, 17
[1 148 218], 25267, 0.025522, 17
[3 6 7 11], 24971, 0.025223, 17
[1 6 148 218], 24709, 0.024959, 17
[3 6 148 218], 24526, 0.024774, 17
[4 6 11], 24408, 0.024654, 17
[1 11 148], 24345, 0.024591, 17
[11 55], 24334, 0.024580, 17
[1 6 11 148], 24242, 0.024487, 17
[3 11 148], 24207, 0.024451, 17
[40], 24082, 0.024325, 18
[11 83], 24077, 0.024320, 18
[3 6 11 148], 23969, 0.024211, 18
[6 11 83], 23881, 0.024122, 18
[1 7], 23817, 0.024058, 18
[136], 23679, 0.023918, 19
[446], 23270, 0.023505, 20
[490], 23225, 0.023460, 21
[69], 22631, 0.022860, 22
[1 11 148 218], 22502, 0.022729, 22
[6 316], 22466, 0.022693, 22
[1 6 11 148 218], 22444, 0.022671, 22
[6 40], 22264, 0.022489, 22
[90], 22062, 0.022285, 23
[6 11 55], 21940, 0.022162, 23
[1 6 7], 21733, 0.021952, 23
[3 11 148 218], 21630, 0.021848, 23
[215], 21592, 0.021810, 24
[11 138], 21566, 0.021784, 24
[3 6 11 148 218], 21528, 0.021745, 24
[205], 21373, 0.021589, 25
[6 90], 21288, 0.021503, 25
[303], 21246, 0.021461, 26
[6 136], 21189, 0.021403, 26
[3 64], 21175, 0.021389, 26
[3 4 6], 21112, 0.021325, 26
[6 11 138], 21008, 0.021220, 26
[2 11], 20826, 0.021036, 26
[3 11 27], 20629, 0.020837, 26
[6 69], 20439, 0.020645, 26
[278], 20114, 0.020317, 27
[3 6 11 27], 20086, 0.020289, 27
[1 27], 19793, 0.019993, 27
[2 6 11], 19624, 0.019822, 27
[6 205], 19482, 0.019679, 27
[2 3], 19438, 0.019634, 27
[3 77], 19283, 0.019478, 27
[6 446], 19240, 0.019434, 27
[11 90], 19057, 0.019249, 27
[6 11 90], 18979, 0.019171, 27
[6 294], 18949, 0.019140, 27
[6 303], 18936, 0.019127, 27
[438], 18910, 0.019101, 28
[6 215], 18842, 0.019032, 28
[73], 18749, 0.018938, 29
[87], 18484, 0.018671, 30
[6 438], 18380, 0.018566, 30
[269], 18343, 0.018528, 31
[135], 18313, 0.018498, 32
[1 7 11], 18220, 0.018404, 32
[1 6 7 11], 18035, 0.018217, 32
[11 40], 18029, 0.018211, 32
[3 6 55], 17975, 0.018157, 32
[6 11 40], 17862, 0.018042, 32
[11 316], 17837, 0.018017, 32
[3 7 27], 17830, 0.018010, 32
[1 6 27], 17828, 0.018008, 32
[987], 17804, 0.017984, 33
[6 135], 17689, 0.017868, 33
[737], 17645, 0.017823, 34
[3 6 64], 17455, 0.017631, 34
[6 11 316], 17311, 0.017486, 34
[11 136], 17215, 0.017389, 34
[273], 17177, 0.017350, 35
[11 69], 17035, 0.017207, 35
[6 11 136], 16962, 0.017133, 35
[6 87], 16874, 0.017044, 35
[7 218], 16864, 0.017034, 35
[6 11 69], 16824, 0.016994, 35
[3 6 77], 16731, 0.016900, 35
[11 438], 16620, 0.016788, 35
[3 6 7 27], 16581, 0.016748, 35
[6 11 438], 16564, 0.016731, 35
[7 87], 16499, 0.016666, 35
[6 987], 16430, 0.016596, 35
[6 7 218], 16389, 0.016555, 35
[7 83], 16171, 0.016334, 35
[6 278], 16050, 0.016212, 35
[6 7 83], 15964, 0.016125, 35
[11 205], 15855, 0.016015, 35
[11 135], 15819, 0.015979, 35
[11 303], 15788, 0.015947, 35
[56], 15752, 0.015911, 36
[6 11 135], 15747, 0.015906, 36
[6 11 205], 15673, 0.015831, 36
[6 11 303], 15559, 0.015716, 36
[11 215], 15548, 0.015705, 36
[3 138], 15546, 0.015703, 36
[6 737], 15501, 0.015658, 36
[6 7 87], 15435, 0.015591, 36
[1 64], 15390, 0.015545, 36
[6 11 215], 15309, 0.015464, 36
[6 273], 15270, 0.015424, 36
[3 294], 15246, 0.015400, 36
[6 56], 15151, 0.015304, 36
[1 11 27], 15077, 0.015229, 36
[6 269], 15038, 0.015190, 36
[11 446], 14981, 0.015132, 36
[1 6 11 27], 14906, 0.015057, 36
[7 148], 14851, 0.015001, 36
[314], 14842, 0.014992, 37
[1 4], 14645, 0.014793, 37
[6 11 446], 14632, 0.014780, 37
[6 7 148], 14585, 0.014732, 37
[504], 14546, 0.014693, 38
[27 205], 14511, 0.014658, 38
[7 11 218], 14307, 0.014451, 38
[897], 14297, 0.014441, 39
[6 7 11 218], 14267, 0.014411, 39
[7 205], 14246, 0.014390, 39
[1 77], 14142, 0.014285, 39
[3 83], 14138, 0.014281, 39
[1 6 64], 14001, 0.014142, 39
[1 3 218], 13928, 0.014069, 39
[11 87], 13836, 0.013976, 39
[6 11 87], 13696, 0.013834, 39
[3 7 11 27], 13689, 0.013827, 39
[6 27 205], 13663, 0.013801, 39
[3 6 7 11 27], 13574, 0.013711, 39
[3 11 64], 13518, 0.013655, 39
[2 3 6], 13515, 0.013651, 39
[6 490], 13512, 0.013648, 39
[27 87], 13491, 0.013627, 39
[11 56], 13483, 0.013619, 39
[3 11 77], 13482, 0.013618, 39
[27 218], 13436, 0.013572, 39
[6 11 56], 13418, 0.013554, 39
[6 7 205], 13372, 0.013507, 39
[7 148 218], 13366, 0.013501, 39
[148 987], 13316, 0.013450, 39
[6 314], 13281, 0.013415, 39
[7 11 148], 13244, 0.013378, 39
[6 7 11 148], 13216, 0.013349, 39
[1 6 77], 13216, 0.013349, 39
[6 7 148 218], 13204, 0.013337, 39
[3 6 11 77], 13198, 0.013331, 39
[11 987], 13191, 0.013324, 39
[3 6 83], 13167, 0.013300, 39
[3 6 11 64], 13146, 0.013279, 39
[6 897], 13068, 0.013200, 39
[6 11 987], 13061, 0.013193, 39
[1 3 6 218], 13060, 0.013192, 39
[6 27 218], 13033, 0.013165, 39
[6 148 987], 12993, 0.013124, 39
[7 11 83], 12983, 0.013114, 39
[1 55], 12963, 0.013094, 39
[6 7 11 83], 12961, 0.013092, 39
[512], 12921, 0.013051, 40
[3 4 11], 12872, 0.013002, 40
[27 83], 12872, 0.013002, 40
[3 6 138], 12809, 0.012938, 40
[7 11 87], 12800, 0.012929, 40
[7 27 87], 12775, 0.012904, 40
[7 897], 12748, 0.012877, 40
[6 27 83], 12712, 0.012840, 40
[6 7 11 87], 12704, 0.012832, 40
[49], 12702, 0.012830, 41
[25], 12668, 0.012796, 42
[6 27 87], 12653, 0.012781, 42
[11 278], 12631, 0.012759, 42
[11 737], 12606, 0.012733, 42
[6 504], 12555, 0.012682, 42
[11 273], 12555, 0.012682, 42
[1 138], 12450, 0.012576, 42
[6 11 737], 12413, 0.012538, 42
[6 512], 12413, 0.012538, 42
[6 11 273], 12363, 0.012488, 42
[1 7 27], 12352, 0.012477, 42
[3 316], 12342, 0.012467, 42
[6 11 278], 12249, 0.012373, 42
[91], 12248, 0.012372, 43
[6 25], 12218, 0.012341, 43
[6 49], 12209, 0.012332, 43
[364], 12167, 0.012290, 44
[1 3 148], 12165, 0.012288, 44
[7 11 148 218], 12071, 0.012193, 44
[6 7 11 148 218], 12057, 0.012179, 44
[6 7 27 87], 12028, 0.012149, 44
[27 148], 11964, 0.012085, 44
[6 7 897], 11942, 0.012063, 44
[64 218], 11921, 0.012041, 44
[1 6 7 27], 11895, 0.012015, 44
[11 269], 11847, 0.011967, 44
[1 11 64], 11795, 0.011914, 44
[6 364], 11755, 0.011874, 44
[6 27 148], 11727, 0.011845, 44
[1 3 6 148], 11705, 0.011823, 44
[1 6 11 64], 11640, 0.011758, 44
[14], 11607, 0.011724, 45
[11 27 218], 11606, 0.011723, 45
[6 64 218], 11586, 0.011703, 45
[6 11 27 218], 11562, 0.011679, 45
[6 11 269], 11558, 0.011675, 45
[378], 11508, 0.011624, 46
[6 73], 11502, 0.011618, 46
[3 4 6 11], 11494, 0.011610, 46
[155], 11494, 0.011610, 47
[77 218], 11457, 0.011573, 47
[1 11 77], 11434, 0.011549, 47
[11 294], 11412, 0.011527, 47
[11 27 205], 11405, 0.011520, 47
[11 148 987], 11404, 0.011519, 47
[6 11 148 987], 11368, 0.011483, 47
[1 6 11 77], 11340, 0.011455, 47
[6 11 27 205], 11323, 0.011437, 47
[3 11 55], 11323, 0.011437, 47
[7 27 205], 11266, 0.011380, 47
[7 11 205], 11199, 0.011312, 47
[1 6 138], 11193, 0.011306, 47
[6 77 218], 11179, 0.011292, 47
[1 3 11 218], 11176, 0.011289, 47
[6 7 11 205], 11110, 0.011222, 47
[11 512], 11095, 0.011207, 47
[1 3 6 11 218], 11091, 0.011203, 47
[1 90], 11087, 0.011199, 47
[32], 11069, 0.011181, 48
[6 155], 11066, 0.011178, 48
[6 11 512], 11049, 0.011161, 48
[11 314], 10991, 0.011102, 48
[423], 10967, 0.011078, 49
[7 27 83], 10960, 0.011071, 49
[1 6 90], 10923, 0.011033, 49
[11 49], 10899, 0.011009, 49
[1 3 148 218], 10885, 0.010995, 49
[6 7 27 83], 10865, 0.010975, 49
[6 11 49], 10857, 0.010967, 49
[27 278], 10850, 0.010960, 49
[6 11 314], 10844, 0.010954, 49
[27 148 218], 10817, 0.010926, 49
[11 27 148], 10802, 0.010911, 49
[7 278], 10785, 0.010894, 49
[6 11 27 148], 10779, 0.010888, 49
[11 25], 10756, 0.010865, 49
[11 897], 10740, 0.010848, 49
[6 378], 10722, 0.010830, 49
[6 11 25], 10712, 0.010820, 49
[1 2], 10708, 0.010816, 49
[6 27 148 218], 10684, 0.010792, 49
[64 148], 10683, 0.010791, 49
[1 83], 10659, 0.010767, 49
[6 423], 10651, 0.010759, 49
[1 3 6 148 218], 10638, 0.010745, 49
[6 7 27 205], 10630, 0.010737, 49
[6 11 897], 10626, 0.010733, 49
[218 987], 10623, 0.010730, 49
[667], 10616, 0.010723, 50
[11 27 87], 10610, 0.010717, 50
[3 11 83], 10578, 0.010685, 50
[11 27 83], 10559, 0.010666, 50
[1 3 7], 10548, 0.010655, 50
[6 11 27 83], 10546, 0.010653, 50
[1 3 11 148], 10544, 0.010650, 50
[6 11 27 87], 10530, 0.010636, 50
[3 40], 10512, 0.010618, 50
[3 490], 10496, 0.010602, 50
[1 3 6 11 148], 10493, 0.010599, 50
[3 136], 10493, 0.010599, 50
[3 6 11 83], 10487, 0.010593, 50
[6 64 148], 10455, 0.010561, 50
[1 7 11 27], 10384, 0.010489, 50
[11 364], 10372, 0.010477, 50
[77 148], 10354, 0.010459, 50
[6 218 987], 10349, 0.010454, 50
[6 14], 10349, 0.010454, 50
[1 6 7 11 27], 10347, 0.010451, 50
[6 11 364], 10330, 0.010434, 50
[3 446], 10305, 0.010409, 50
[1 6 83], 10293, 0.010397, 50
[27 897], 10270, 0.010374, 50
[6 11 294], 10228, 0.010331, 50
[90 218], 10198, 0.010301, 50
[3 6 11 55], 10195, 0.010298, 50
[6 77 148], 10178, 0.010281, 50
[361], 10122, 0.010224, 51
[28], 10111, 0.010213, 52
[11 504], 10109, 0.010211, 52
[6 32], 10100, 0.010202, 52
[7 11 27 87], 10099, 0.010201, 52
[6 90 218], 10093, 0.010195, 52
[254], 10077, 0.010179, 53
[6 27 278], 10076, 0.010178, 53
[1 11 90], 10047, 0.010148, 53
[229], 10034, 0.010135, 54
[6 7 11 27 87], 10027, 0.010128, 54
[1 6 11 90], 10027, 0.010128, 54
[6 7 278], 10026, 0.010127, 54
[11 64 218], 10008, 0.010109, 54
[6 11 64 218], 9973, 0.010074, 54
[3 69], 9968, 0.010069, 54
[3 6 316], 9956, 0.010057, 54
[7 11 897], 9934, 0.010034, 54
[11 27 148 218], 9925, 0.010025, 54
[6 11 504], 9918, 0.010018, 54
[6 11 27 148 218], 9911, 0.010011, 54
[7 32], 9894, 0.009994, 54
[11 155], 9893, 0.009993, 54
[6 667], 9879, 0.009979, 54
[6 7 11 897], 9853, 0.009953, 54
[6 11 155], 9850, 0.009949, 54
[1 4 6], 9805, 0.009904, 54
[379], 9783, 0.009882, 55
[64 148 218], 9744, 0.009842, 55
[6 254], 9744, 0.009842, 55
[7 27 897], 9740, 0.009838, 55
[11 77 218], 9740, 0.009838, 55
[3 6 40], 9721, 0.009819, 55
[6 11 77 218], 9707, 0.009805, 55
[27 49], 9695, 0.009793, 55
[1 3 11 148 218], 9686, 0.009784, 55
[6 229], 9677, 0.009775, 55
[11 423], 9661, 0.009759, 55
[1 3 6 11 148 218], 9657, 0.009755, 55
[6 361], 9651, 0.009748, 55
[3 11 138], 9649, 0.009746, 55
[1 3 6 7], 9646, 0.009743, 55
[6 27 897], 9644, 0.009741, 55
[6 11 423], 9633, 0.009730, 55
[90 148], 9616, 0.009713, 55
[3 215], 9613, 0.009710, 55
[6 64 148 218], 9597, 0.009694, 55
[28 32], 9569, 0.009666, 55
[321], 9559, 0.009656, 56
[6 90 148], 9522, 0.009618, 56
[2 3 11], 9487, 0.009583, 56
[11 64 148], 9482, 0.009578, 56
[6 27 49], 9466, 0.009562, 56
[6 11 64 148], 9455, 0.009550, 56
[3 205], 9415, 0.009510, 56
[3 6 136], 9413, 0.009508, 56
[6 379], 9413, 0.009508, 56
[1 136], 9398, 0.009493, 56
[148 218 987], 9388, 0.009483, 56
[3 90], 9382, 0.009477, 56
[3 6 11 138], 9373, 0.009468, 56
[747], 9368, 0.009463, 57
[11 90 218], 9341, 0.009435, 57
[77 148 218], 9330, 0.009424, 57
[6 11 90 218], 9329, 0.009423, 57
[11 77 148], 9319, 0.009413, 57
[6 28], 9314, 0.009408, 57
[6 11 77 148], 9293, 0.009387, 57
[1 40], 9268, 0.009362, 57
[6 7 32], 9264, 0.009358, 57
[993], 9231, 0.009324, 58
[6 77 148 218], 9209, 0.009302, 58
[3 303], 9193, 0.009286, 58
[7 28], 9190, 0.009283, 58
[90 148 218], 9187, 0.009280, 58
[3 6 294], 9187, 0.009280, 58
[7 27 218], 9182, 0.009275, 58
[6 148 218 987], 9173, 0.009266, 58
[6 7 27 897], 9165, 0.009258, 58
[640], 9163, 0.009256, 59
[138 218], 9149, 0.009241, 59
[1 11 138], 9128, 0.009220, 59
[7 28 32], 9102, 0.009194, 59
[6 90 148 218], 9099, 0.009191, 59
[1 6 55], 9088, 0.009180, 59
[218 303], 9085, 0.009177, 59
[11 90 148], 9078, 0.009170, 59
[6 11 90 148], 9066, 0.009158, 59
[3 6 90], 9057, 0.009148, 59
[6 7 27 218], 9048, 0.009139, 59
[3 6 69], 9040, 0.009131, 59
[1 6 11 138], 9028, 0.009119, 59
[7 11 27 205], 9001, 0.009092, 59
[6 747], 8992, 0.009083, 59
[916], 8989, 0.009080, 60
[7 11 27 83], 8965, 0.009056, 60
[6 7 11 27 83], 8956, 0.009046, 60
[6 28 32], 8955, 0.009045, 60
[670], 8938, 0.009028, 61
[2 3 6 11], 8934, 0.009024, 61
[6 7 11 27 205], 8932, 0.009022, 61
[1 316], 8927, 0.009017, 61
[1 6 40], 8912, 0.009002, 61
[3 278], 8907, 0.008997, 61
[1 6 136], 8904, 0.008994, 61
[6 218 303], 8895, 0.008985, 61
[1 303], 8860, 0.008949, 61
[46], 8827, 0.008916, 62
[6 138 218], 8818, 0.008907, 62
[1 11 83], 8810, 0.008899, 62
[85], 8801, 0.008890, 63
[86], 8800, 0.008889, 64
[1 6 11 83], 8782, 0.008871, 64
[1 3 27], 8773, 0.008862, 64
[1 2 6], 8769, 0.008858, 64
[11 254], 8767, 0.008856, 64
[21], 8763, 0.008851, 65
[11 64 148 218], 8754, 0.008842, 65
[6 11 64 148 218], 8737, 0.008825, 65
[6 11 254], 8729, 0.008817, 65
[11 218 987], 8690, 0.008778, 65
[3 73], 8689, 0.008777, 65
[11 361], 8687, 0.008775, 65
[11 90 148 218], 8684, 0.008772, 65
[644], 8673, 0.008761, 66
[6 11 90 148 218], 8672, 0.008760, 66
[6 321], 8665, 0.008753, 66
[6 11 218 987], 8660, 0.008747, 66
[1 135], 8660, 0.008747, 66
[6 11 361], 8645, 0.008732, 66
[246], 8642, 0.008729, 67
[6 7 28], 8622, 0.008709, 67
[1644], 8606, 0.008693, 68
[7 27 278], 8604, 0.008691, 68
[3 6 205], 8575, 0.008662, 68
[11 27 278], 8564, 0.008650, 68
[1 6 135], 8548, 0.008634, 68
[11 27 49], 8547, 0.008633, 68
[6 7 28 32], 8541, 0.008627, 68
[3 6 446], 8538, 0.008624, 68
[7 11 278], 8532, 0.008618, 68
[7 77], 8532, 0.008618, 68
[6 916], 8530, 0.008616, 68
[6 11 27 49], 8526, 0.008612, 68
[11 378], 8520, 0.008606, 68
[6 85], 8509, 0.008595, 68
[6 11 27 278], 8499, 0.008585, 68
[148 303], 8498, 0.008584, 68
[7 64], 8498, 0.008584, 68
[11 229], 8492, 0.008578, 68
[11 77 148 218], 8477, 0.008563, 68
[7 85], 8472, 0.008558, 68
[1 6 303], 8462, 0.008547, 68
[6 7 11 278], 8461, 0.008546, 68
[6 11 77 148 218], 8459, 0.008544, 68
[6 11 229], 8450, 0.008535, 68
[662], 8448, 0.008533, 69
[11 379], 8446, 0.008531, 69
[6 11 378], 8438, 0.008523, 69
[11 667], 8421, 0.008506, 69
[6 11 379], 8415, 0.008500, 69
[25 218], 8390, 0.008475, 69
[6 46], 8389, 0.008474, 69
[3 6 215], 8384, 0.008469, 69
[6 21], 8379, 0.008464, 69
[255], 8364, 0.008448, 70
[11 32], 8363, 0.008447, 70
[6 11 667], 8354, 0.008438, 70
[6 148 303], 8354, 0.008438, 70
[7 27 148], 8346, 0.008430, 70
[11 14], 8321, 0.008405, 70
[6 7 77], 8308, 0.008392, 70
[1 438], 8306, 0.008390, 70
[6 25 218], 8303, 0.008387, 70
[6 7 85], 8286, 0.008370, 70
[40 218], 8282, 0.008366, 70
[6 11 32], 8273, 0.008357, 70
[6 7 27 148], 8259, 0.008342, 70
[3 438], 8228, 0.008311, 70
[1 6 438], 8226, 0.008309, 70
[83 218], 8216, 0.008299, 70
[6 11 14], 8201, 0.008284, 70
[3 87], 8192, 0.008275, 70
[3 6 303], 8189, 0.008272, 70
[6 86], 8185, 0.008268, 70
[7 11 27 218], 8172, 0.008255, 70
[6 1644], 8168, 0.008250, 70
[11 490], 8160, 0.008242, 70
[6 7 11 27 218], 8159, 0.008241, 70
[6 7 64], 8158, 0.008240, 70
[259], 8150, 0.008232, 71
[11 148 218 987], 8149, 0.008231, 71
[6 670], 8142, 0.008224, 71
[6 255], 8140, 0.008222, 71
[6 40 218], 8136, 0.008218, 71
[1 6 316], 8134, 0.008216, 71
[6 11 148 218 987], 8124, 0.008206, 71
[230], 8123, 0.008205, 72
[3 11 90], 8119, 0.008201, 72
[1 446], 8119, 0.008201, 72
[3 269], 8104, 0.008186, 72
[1 3 7 11], 8087, 0.008169, 72
[3 6 11 90], 8079, 0.008161, 72
[6 7 27 278], 8078, 0.008160, 72
[6 83 218], 8078, 0.008160, 72
[218 255], 8073, 0.008155, 72
[762], 8071, 0.008153, 73
[7 321], 8069, 0.008150, 73
[27 32], 8068, 0.008149, 73
[11 27 897], 8055, 0.008136, 73
[6 640], 8053, 0.008134, 73
[1 69], 8021, 0.008102, 73
[1 3 6 7 11], 8002, 0.008083, 73
[11 747], 7992, 0.008073, 73
[3 6 438], 7991, 0.008072, 73
[6 11 27 897], 7989, 0.008070, 73
[138 148], 7984, 0.008065, 73
[3 135], 7969, 0.008049, 73
[6 218 255], 7949, 0.008029, 73
[6 11 747], 7948, 0.008028, 73
[1 7 218], 7930, 0.008010, 73
[1 3 6 27], 7920, 0.008000, 73
[290], 7876, 0.007956, 74
[6 259], 7870, 0.007949, 74
[25 148], 7869, 0.007948, 74
[3 11 40], 7866, 0.007945, 74
[1 11 135], 7862, 0.007941, 74
[1 6 11 135], 7848, 0.007927, 74
[11 218 303], 7848, 0.007927, 74
[148 218 303], 7841, 0.007920, 74
[6 230], 7840, 0.007919, 74
[2 7], 7840, 0.007919, 74
[6 11 218 303], 7827, 0.007906, 74
[1 6 7 218], 7826, 0.007905, 74
[521], 7826, 0.007905, 75
[3 11 316], 7817, 0.007896, 75
[7 11 32], 7810, 0.007889, 75
[6 25 148], 7795, 0.007874, 75
[3 6 11 40], 7782, 0.007861, 75
[6 644], 7781, 0.007860, 75
[1 56], 7766, 0.007844, 75
[11 28], 7756, 0.007834, 75
[6 662], 7750, 0.007828, 75
[148 255], 7748, 0.007826, 75
[6 762], 7746, 0.007824, 75
[6 7 11 32], 7745, 0.007823, 75
[1 11 136], 7744, 0.007822, 75
[3 987], 7744, 0.007822, 75
[6 138 148], 7743, 0.007821, 75
[148 218 255], 7739, 0.007817, 75
[25 148 218], 7730, 0.007808, 75
[11 148 303], 7729, 0.007807, 75
[6 148 218 303], 7718, 0.007796, 75
[3 737], 7716, 0.007794, 75
[6 11 148 303], 7711, 0.007789, 75
[540], 7710, 0.007788, 76
[1 6 11 136], 7700, 0.007778, 76
[7 86], 7696, 0.007774, 76
[7 27 32], 7692, 0.007770, 76
[6 11 28], 7680, 0.007758, 76
[1 11 40], 7679, 0.007757, 76
[3 6 135], 7676, 0.007754, 76
[7 11 27 897], 7674, 0.007751, 76
[281], 7673, 0.007750, 77
[145], 7672, 0.007749, 78
[6 25 148 218], 7658, 0.007735, 78
[1 6 69], 7646, 0.007723, 78
[7 11 27 148], 7643, 0.007720, 78
[1 6 11 40], 7641, 0.007718, 78
[6 148 255], 7640, 0.007717, 78
[6 7 11 27 148], 7632, 0.007709, 78
[6 148 218 255], 7632, 0.007709, 78
[1 6 56], 7628, 0.007705, 78
[934], 7621, 0.007698, 79
[1 11 438], 7620, 0.007697, 79
[1 6 11 438], 7615, 0.007692, 79
[6 7 11 27 897], 7613, 0.007690, 79
[7 27 148 218], 7611, 0.007688, 79
[3 11 136], 7611, 0.007688, 79
[584], 7598, 0.007675, 80
[1 273], 7590, 0.007667, 80
[3 6 11 316], 7575, 0.007651, 80
[1 987], 7568, 0.007644, 80
[6 27 32], 7563, 0.007639, 80
[6 7 321], 7560, 0.007636, 80
[6 521], 7556, 0.007632, 80
[777], 7556, 0.007632, 81
[3 11 69], 7552, 0.007628, 81
[6 7 27 148 218], 7551, 0.007627, 81
[40 148], 7548, 0.007624, 81
[6 7 86], 7534, 0.007610, 81
[11 28 32], 7529, 0.007605, 81
[11 916], 7521, 0.007597, 81
[27 28], 7513, 0.007589, 81
[494], 7507, 0.007583, 82
[85 86], 7506, 0.007582, 82
[218 273], 7506, 0.007582, 82
[11 25 218], 7499, 0.007575, 82
[3 6 11 136], 7494, 0.007570, 82
[6 11 25 218], 7488, 0.007564, 82
[6 11 916], 7482, 0.007558, 82
[6 11 28 32], 7471, 0.007546, 82
[7 85 86], 7470, 0.007545, 82
[3 6 87], 7465, 0.007540, 82
[3 273], 7465, 0.007540, 82
[1 11 303], 7461, 0.007536, 82
[3 6 11 69], 7456, 0.007531, 82
[3 7 218], 7445, 0.007520, 82
[1 6 446], 7444, 0.007519, 82
[136 662], 7442, 0.007517, 82
[11 21], 7440, 0.007515, 82
[135 218], 7439, 0.007514, 82
[11 46], 7436, 0.007511, 82
[27 28 32], 7435, 0.007510, 82
[1 6 11 303], 7423, 0.007498, 82
[6 40 148], 7423, 0.007498, 82
[6 281], 7411, 0.007486, 82
[6 11 21], 7404, 0.007479, 82
[6 135 218], 7403, 0.007478, 82
[514], 7402, 0.007477, 83
[6 540], 7401, 0.007476, 83
[6 11 46], 7387, 0.007462, 83
[7 11 77], 7386, 0.007461, 83
[7 138], 7375, 0.007449, 83
[6 7 11 77], 7372, 0.007446, 83
[6 85 86], 7367, 0.007441, 83
[6 218 273], 7357, 0.007431, 83
[6 7 85 86], 7335, 0.007409, 83
[1 7 148], 7332, 0.007406, 83
[142], 7322, 0.007396, 84
[11 138 218], 7318, 0.007392, 84
[83 148], 7302, 0.007376, 84
[1 6 987], 7298, 0.007372, 84
[3 7 87], 7293, 0.007367, 84
[6 11 138 218], 7291, 0.007365, 84
[11 25 148], 7291, 0.007365, 84
[6 11 25 148], 7283, 0.007357, 84
[260], 7282, 0.007356, 85
[6 777], 7278, 0.007352, 85
[633], 7277, 0.007350, 86
[1 6 273], 7268, 0.007341, 86
[6 290], 7267, 0.007340, 86
[7 11 28], 7266, 0.007339, 86
[1 6 7 148], 7263, 0.007336, 86
[6 11 490], 7261, 0.007334, 86
[11 73], 7255, 0.007328, 86
[2 6 7], 7244, 0.007317, 86
[11 255], 7238, 0.007311, 86
[6 7 27 32], 7235, 0.007308, 86
[6 83 148], 7232, 0.007305, 86
[3 11 438], 7230, 0.007303, 86
[3 6 7 218], 7228, 0.007301, 86
[6 11 255], 7219, 0.007292, 86
[11 321], 7212, 0.007285, 86
[357], 7212, 0.007285, 87
[6 7 11 28], 7211, 0.007284, 87
[3 6 11 438], 7209, 0.007282, 87
[7 11 28 32], 7208, 0.007281, 87
[89], 7204, 0.007277, 88
[506], 7178, 0.007250, 89
[3 6 987], 7177, 0.007249, 89
[7 27 28], 7176, 0.007248, 89
[138 148 218], 7171, 0.007243, 89
